Unnamed: 0,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV,Chainage,Chainag_end,Condition_A_Count,Condition_B_Count,Condition_C_Count,Condition_D_Count,Flood_Risk_A_Count,Flood_Risk_B_Count,Flood_Risk_C_Count,Flood_Risk_D_Count,Weighted_Sum
141,N1,Hashimpur Z1036- Keranirhat N108,LRP281,700,278.013,LRP291,2558,289.612,11.599,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,LRP281,277.313,Km Post,Info.Missing,22.1977774,92.0433886,N1,46300.0,278.013,289.612,10.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,43.0
144,N1,Keranirhat N108 - Int.with Z1019,LRP291,2558,289.612,LRP291,2920,289.974,0.362,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,LRP291,287.054,Km Post,Info.Missing,22.1240271,92.0715827,N1,46300.0,289.612,289.974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
147,N1,"Int.with Z1019 - Lohagara, Bara Aulia (Int.with Z1013)",LRP291,2920,289.974,LRP299,2769,297.441,7.467,23.0,786.0,1237.0,944.0,92.0,1267.0,109.0,811.0,6505.0,905.0,220.0,843.0,0.0,12679.0,1063.0,13742.0,13742.0,LRP291,287.054,Km Post,Info.Missing,22.1240271,92.0715827,N1,46300.0,289.974,297.441,11.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,37.0
150,N1,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171",LRP299,2769,297.441,LRP312,171,307.582,10.141,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,LRP299,294.672,Km Post,"Cox,s Bazar 100 km,Pasra 2 km",22.0686938,92.10525,N1,59027.0,297.441,307.582,21.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,71.0
153,N1,Chunati R171 - Aziznagar Z1007,LRP312,171,307.582,LRP320,308,315.728,8.146,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,LRP312,307.411,Km Post,"Cox,s Bazar 83 km,Chokaria 25 km",21.9729438,92.0670827,N1,59027.0,307.582,315.728,15.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,49.0
156,N1,Aziznagar (Int.with Z1007)-Harbang (Int.with Z1124),LRP320,308,315.728,LRP321,63,316.356,0.628,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,LRP320,315.42,Km Post,"Cox,s Bazar 75 km",21.9059444,92.0609167,N1,59027.0,315.728,316.356,,,,,,,,,
159,N1,Harbang (Int.with Z1124) - Ekatabazar Z1125,LRP321,63,316.356,LRP328,485,323.842,7.486,42.0,2364.0,1215.0,1015.0,787.0,2025.0,345.0,1013.0,1668.0,779.0,642.0,728.0,0.0,11253.0,1370.0,12623.0,12623.0,LRP321,316.293,Km Post,"Cox,s Bazar 74 km",21.8969997,92.0612222,N1,59027.0,316.356,323.842,10.0,0.0,1.0,0.0,1.0,7.0,3.0,0.0,37.0
162,N1,Ekatabazar Z1125 - Baraitali Int.with Z1002,LRP328,485,323.842,LRP331,844,327.188,3.346,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,LRP328,323.357,Km Post,"Cox,s Bazar 67 km",21.8363052,92.067416,N1,25562.5,323.842,327.188,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,22.0
165,N1,Baraitali Int.with Z1002-Int.with Z1126,LRP331,844,327.188,LRP335,500,330.874,3.686,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,LRP331,326.344,Km Post,Cox.s Bazar 64 km,21.8119444,92.0776382,N1,25562.5,327.188,330.874,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0
168,N1,Int.with Z1126-Janatabazar (Int.with Z1127),LRP335,500,330.874,LRP336,764,332.066,1.192,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,LRP335,330.374,Km Post,"Cox,s Bazar 60 km",21.7782493,92.0840552,N1,25562.5,330.874,332.066,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,17.0
171,N1,Janatabazar (Int.with Z1127) - Chokoria R172,LRP336,764,332.066,LRP336,1575,332.877,0.811,44.0,774.0,249.0,749.0,144.0,1058.0,202.0,661.0,1133.0,552.0,233.0,267.0,0.0,5566.0,500.0,6066.0,6066.0,LRP336,331.302,Km Post,"Cox,s Bazar 59 km",21.7713049,92.0818327,N1,25562.5,332.066,332.877,,,,,,,,,
174,N1,Chokoria R172 - Faishakhali Z1005,LRP336,1575,332.877,LRP341,852,337.31,4.433,39.0,1009.0,549.0,784.0,238.0,1018.0,165.0,318.0,2511.0,1443.0,428.0,4183.0,0.0,8074.0,4611.0,12685.0,12685.0,LRP336,331.302,Km Post,"Cox,s Bazar 59 km",21.7713049,92.0818327,N1,36622.0,332.877,337.31,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,27.0
177,N1,Faishakhali Z1005- Dulahazra Z1130,LRP341,852,337.31,LRP348,96,343.559,6.249,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,LRP341,336.458,Km Post,"Cox,s Bazar 54 km",21.7290271,92.0838608,N1,18412.0,337.31,343.559,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,22.0
180,N1,Dulahazra Z1130-Khutakhali Z1131,LRP348,96,343.559,LRP354,509,350.054,6.495,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,LRP348,343.463,Km Post,"Cox,s Bazar 47 km",21.6695549,92.0760549,N1,18412.0,343.559,350.054,4.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0,44.0
183,N1,Khutakhali Z1131 - Ramu (Int.with Z1001),LRP354,509,350.054,LRP376,57,370.982,20.928,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,LRP354,349.545,Km Post,Cox's Bazar 41km,21.6197771,92.0705271,N1,18412.0,350.054,370.982,30.0,1.0,2.0,0.0,0.0,0.0,33.0,0.0,137.0
186,N1,Ramu (Int.with Z1001)-Ramu Intersection N109,LRP376,57,370.982,LRP378,593,373.475,2.493,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,LRP376,370.925,Km Post,"Cox,s Bazar 19 km",21.4496108,92.0994997,N1,18412.0,370.982,373.475,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0
189,N1,Ramu Intersection N109 - Coxsbazar Link Road N110,LRP378,593,373.475,LRP386,724,381.481,8.006,35.0,595.0,159.0,412.0,136.0,760.0,118.0,109.0,1548.0,403.0,118.0,450.0,0.0,4275.0,568.0,4843.0,4843.0,LRP378,372.882,Km Post,"Cox,s Bazar 17 km",21.4334441,92.0969997,N1,18412.0,373.475,381.481,19.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,82.0
192,N1,Coxsbazar Link Road N110-Maricha Z1009,LRP386,724,381.481,LRP403,217,398.205,16.724,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,LRP386,380.757,Km Post,"Cox,s Bazar 9 km",21.430166,92.0283604,N1,17062.5,381.481,398.205,24.0,12.0,21.0,2.0,0.0,0.0,59.0,0.0,296.0
195,N1,Maricha Z1009-Ukhia Dakbanglo Z1503,LRP403,217,398.205,LRP413,300,408.434,10.229,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,LRP403,397.988,Km Post,Km post broken,21.3187493,92.0916108,N1,17062.5,398.205,408.434,8.0,3.0,9.0,1.0,0.0,0.0,21.0,0.0,108.0
198,N1,Ukhia Dakbanglo Z1503 - Gundum Z1504,LRP413,300,408.434,LRP420,900,416.044,7.61,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,LRP413,408.134,Km Post,Teknaf 54 km,21.2462219,92.1364719,N1,17062.5,408.434,416.044,7.0,1.0,3.0,0.0,0.0,0.0,11.0,0.0,51.0
201,N1,GundumGundum Z1504 - Whykong Z1133,LRP420,900,416.044,LRP433,521,428.908,12.864,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,LRP420,415.144,Km Post,Teknaf 46 km,21.2056389,92.1703327,N1,17062.5,416.044,428.908,22.0,11.0,22.0,7.0,0.0,0.0,62.0,0.0,324.0
204,N1,Whykong Z1133 - Teknaf,LRP433,521,428.908,LRP467,130,462.254,33.346,24.0,455.0,137.0,129.0,200.0,568.0,131.0,142.0,2476.0,419.0,97.0,1042.0,0.0,4681.0,1139.0,5820.0,5820.0,LRP433,428.387,Km Post,Info.Missing,21.1198604,92.1954719,N1,17062.5,428.908,462.254,74.0,25.0,38.0,3.0,0.0,0.0,140.0,0.0,670.0
207,N102,Mainamati-Kangsanagar (Intersection with Z1219),LRPS,0,0.0,LRP009,1110,10.206,10.206,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,LRPS,0.0,Others,Start of road from N1 Mainamati,23.4789716,91.1181938,N102,32106.0,0.0,10.206,7.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,30.0
210,N102,Kangsanagar (Int with Z1219)-Debidduar (Int with Z1008),LRP009,1110,10.206,LRP018,2570,20.658,10.452,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,LRP009,9.05,Km Post,B Baria 63 km Sylhet 241 km,23.5457774,91.0706104,N102,32106.0,10.206,20.658,6.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,32.0
213,N102,Debiduar (Int with Z1008)- Companiganj (Int with Z1205),LRP018,2570,20.658,LRP024,1242,25.473,4.815,231.0,1170.0,336.0,285.0,197.0,224.0,421.0,164.0,5450.0,621.0,196.0,413.0,0.0,9099.0,609.0,9708.0,9708.0,LRP018,18.01,Km Post,B Baria 54 km Sylhet 232 km,23.5902219,91.01,N102,32106.0,20.658,25.473,7.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0
216,N102,Companiganj (Int with Z1205) - Mirpur (Int with Z1041),LRP024,1242,25.473,LRP038,408,38.866,13.393,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP024,24.04,Km Post,B Baria 48 km Sylhet 226 km,23.6268882,90.9710549,N102,26976.0,25.473,38.866,14.0,5.0,10.0,0.0,0.0,29.0,0.0,0.0,112.0
219,N102,Mirpur (Int with Z1041)- Kuti (Int with Z1201),LRP038,408,38.866,LRP042,1928,44.427,5.561,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP038,38.076,Km Post,BBaria34 km Sylhet212 km,23.7118333,91.0593889,N102,26976.0,38.866,44.427,5.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,21.0
222,N102,Kuti (Int with Z1201)- Dharkhar (Int with Z1202),LRP042,1928,44.427,LRP055,1143,56.883,12.456,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP042,42.079,Km Post,BBaria 30 km Sylhet208 km,23.7388052,91.0839997,N102,26976.0,44.427,56.883,8.0,8.0,2.0,0.0,18.0,0.0,0.0,0.0,48.0
225,N102,Dharkhar (Int with Z1202)-Sultanpur (Int with Z1216),LRP055,1143,56.883,LRP062,169,63.061,6.178,346.0,840.0,575.0,457.0,46.0,436.0,107.0,231.0,2525.0,483.0,124.0,507.0,0.0,6046.0,631.0,6677.0,6677.0,LRP055,55.178,Km Post,Bbaria 17 km Sylhet 195 km,23.8293327,91.3005556,N102,26976.0,56.883,63.061,3.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,23.0
228,N102,Sultanpur (Int with Z1216)-Kuatali(Int. with N103),LRP062,169,63.061,LRP070,419,71.456,8.395,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP062,62.25,Km Post,BBaria 10 km Sylhet 188 km,23.8843052,91.1353052,N102,45642.5,63.061,71.456,4.0,3.0,3.0,1.0,11.0,0.0,0.0,0.0,34.0
231,N102,Kuatali(Int. with N103)-Gathuria(Int. with N103),LRP070,419,71.456,LRP070,6234,77.271,5.815,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP070,70.365,Km Post,BBaria 2 Sylhet180 km,23.9536389,91.1168327,N102,45642.5,71.456,77.271,1.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,12.0
234,N102,"Gathuria(Int. with N103)-Sarail(Kathihat, int. with N2)",LRP070,6234,77.271,LRPE,0,83.382,6.111,98.0,1352.0,1152.0,718.0,189.0,874.0,177.0,512.0,5591.0,858.0,209.0,1041.0,0.0,11521.0,1250.0,12771.0,12771.0,LRP070,70.365,Km Post,BBaria 2 Sylhet180 km,23.9536389,91.1168327,N102,45642.5,77.271,83.382,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0
237,N103,Kuatali-Ghaturia,LRPS,0,0.0,LRPE,0,4.779,4.779,0.0,110.0,144.0,0.0,0.0,228.0,57.0,138.0,11797.0,1413.0,718.0,12094.0,0.0,13887.0,12812.0,26699.0,26699.0,LRPS,0.0,Others,Road start from N102 at Kuatali.,23.9570278,91.1155278,N103,41073.0,0.0,4.779,,,,,,,,,
240,N107,Kalurghat-Int.with Z1065,LRPS,0,0.0,LRP002,939,2.957,2.957,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRPS,0.0,Others,Start of Road from Kalurghat Bridge End,22.3944163,91.891833,N107,15836.0,0.0,2.957,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0
243,N107,Int.with Z1065-Shakpura (Int.with Z1802),LRP002,939,2.957,LRP002,3247,5.265,2.308,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRP002,2.018,Km Post,Information missing,22.3815827,91.9046667,N107,15836.0,2.957,5.265,1.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,17.0
246,N107,Shakpura(Int.with Z1802)-Maneswartek,LRP002,3247,5.265,LRP002,8524,10.542,5.277,0.0,338.0,475.0,132.0,0.0,265.0,27.0,258.0,2685.0,815.0,306.0,365.0,0.0,4995.0,671.0,5666.0,5666.0,LRP002,2.018,Km Post,Information missing,22.3815827,91.9046667,N107,15836.0,5.265,10.542,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,27.0
249,N109,Ramu Hospital-Int.with Z1009,LRPS,0,0.0,LRP001,640,1.585,1.585,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRPS,0.0,Others,Road Start from N1 at after Ramu Hospital.,21.4433608,92.1014722,N109,13510.0,0.0,1.585,,,,,,,,,
252,N109,Int. with Z1009-Khalekuzzaman chattar,LRP001,640,1.585,LRP001,1565,2.51,0.925,0.0,180.0,130.0,133.0,64.0,402.0,56.0,507.0,2196.0,621.0,222.0,1022.0,0.0,4289.0,1244.0,5533.0,5533.0,LRP001,0.945,Km Post,Info.Missing,21.435083,92.1030278,N109,13510.0,1.585,2.51,,,,,,,,,
255,N112,Panchgachia (int.with N104) - Int.with N1,LRPS,0,0.0,LRPS,1220,1.22,1.22,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0.0,Others,Start of from N104 at Pach Gachia mor,23.0091944,91.3693882,N112,20381.0,0.0,1.22,,,,,,,,,
258,N112,Int.with N1-Dewangonj (int.with Z1031),LRPS,1220,1.22,LRPE,0,2.72,1.5,0.0,254.0,410.0,452.0,199.0,517.0,419.0,233.0,2812.0,821.0,46.0,112.0,0.0,6117.0,158.0,6275.0,6275.0,LRPS,0.0,Others,Start of from N104 at Pach Gachia mor,23.0091944,91.3693882,N112,20381.0,1.22,2.72,,,,,,,,,
270,N204,Jagadishpur-Chunarughat (Int.with Z2008),LRPS,0,0.0,LRP022,5439,25.449,25.449,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0,LRPS,0.0,Others,Road start from N2 at Jagannathganj.,24.1479163,91.3466108,N204,7517.5,0.0,25.449,13.0,7.0,4.0,1.0,0.0,25.0,0.0,0.0,93.0
273,N204,Chunarughat (Int.with Z2008)-Shaisthaganj,LRP022,5439,25.449,LRPE,0,34.421,8.972,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0,LRP022,20.01,Km Post,Hobiganj 20 km,24.1629722,91.4932219,N204,7517.5,25.449,34.421,8.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,39.0
276,N206,End of Keen Bridge-Nayarpool,LRPS,0,0.0,LRPS,1797,1.797,1.797,1.0,83.0,144.0,0.0,28.0,208.0,26.0,174.0,3356.0,1113.0,391.0,2168.0,0.0,5133.0,2559.0,7692.0,7692.0,LRPS,0.0,"Side Road, Left","Road start at Keean bridge More ,intersection of N209, R250, N205 anf N206",24.8859441,91.868166,N206,13678.5,0.0,1.797,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
279,N208,Moulvibazar-Int.with Z2002,LRPS,0,0.0,LRPS,3190,3.19,3.19,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,LRPS,0.0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,N208,25541.5,0.0,3.19,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0
282,N208,Int.with Z2002-Rajnagar (Int.with R281),LRPS,3190,3.19,LRP012,1661,13.461,10.271,15.0,453.0,496.0,54.0,732.0,557.0,149.0,741.0,3194.0,1123.0,147.0,486.0,0.0,7514.0,633.0,8147.0,8147.0,LRPS,0.0,Others,Road Start from N207 infront of RHD,24.4713604,91.7655556,N208,25541.5,3.19,13.461,14.0,2.0,1.0,0.0,17.0,0.0,0.0,0.0,38.0
285,N208,Rajnagar(Int.with R281)-Daudabad (Int.with Z2832),LRP012,1661,13.461,LRP052,385,51.05,37.589,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,LRP012,11.8,Km Post,Information missing,24.51425,91.8444719,N208,18559.0,13.461,51.05,57.0,18.0,5.0,2.0,82.0,0.0,0.0,0.0,198.0
288,N208,Daudabad (Int.with Z2832)-Royal City Chottor(int.with N210),LRP052,385,51.05,LRP054,677,53.342,2.292,0.0,588.0,332.0,0.0,179.0,525.0,78.0,811.0,2233.0,582.0,88.0,73.0,0.0,5328.0,161.0,5489.0,5489.0,LRP052,50.665,Km Post,Sylhet 9 km,24.8263327,91.9015,N208,18559.0,51.05,53.342,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
291,N208,Royal City Chottor(int.with N210)-Int.with N2,LRP054,677,53.342,LRP058,900,57.495,4.153,39.0,1324.0,828.0,76.0,1106.0,1055.0,77.0,778.0,2974.0,1231.0,695.0,822.0,47.0,9488.0,1564.0,11052.0,11052.0,LRP054,52.665,Km Post,Sylhet 7 km,24.8425552,91.895583,N208,40181.5,53.342,57.495,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
294,N213,Start from N2 at Asugonj Gol Chottor- Asuganj New Ferry Ghat,LRPS,0,0.0,LRPE,0,0.5,0.5,1.0,499.0,1030.0,1134.0,1805.0,1694.0,225.0,936.0,4844.0,1243.0,369.0,5282.0,74.0,13411.0,5725.0,19136.0,19136.0,LRPS,0.0,Others,Start of road from N2 at Asugonj Gol Chottor,24.0387497,91.0033889,N213,58404.5,0.0,0.5,,,,,,,,,
297,N303,Churkhai Bazar-Intersection with N3,LRPS,0,0.0,LRPS,1009,1.009,1.009,289.0,4476.0,2925.0,1951.0,1897.0,2624.0,834.0,4892.0,2224.0,1812.0,428.0,4000.0,0.0,23924.0,4428.0,28352.0,28352.0,LRPS,0.0,Others,The Road starts from N3 before Churkhai Bazar,24.6712771,90.4035833,N303,124984.0,0.0,1.009,,,,,,,,,
300,N404,Nagarjalphai-Tangail Old Bus Stand(Int.with R506),LRPS,0,0.0,LRPS,2528,2.528,2.528,0.0,645.0,332.0,887.0,199.0,324.0,131.0,479.0,6335.0,1263.0,959.0,1136.0,0.0,10595.0,2095.0,12690.0,12690.0,LRPS,0.0,Others,Road start from N4,24.2425552,89.9404719,N404,33885.5,0.0,2.528,,,,,,,,,
303,N404,Tangail Old Bus Stand(Int.with R506)-Balia (Int.with N4),LRPS,2528,2.528,LRPE,0,6.489,3.961,0.0,645.0,332.0,887.0,199.0,324.0,131.0,479.0,6335.0,1263.0,959.0,1136.0,0.0,10595.0,2095.0,12690.0,12690.0,LRPS,0.0,Others,Road start from N4,24.2425552,89.9404719,N404,33885.5,2.528,6.489,,,,,,,,,
306,N406,Start form N4 near IT park Gate-int.with R315,LRPS,0,0.0,LRPS,2802,2.802,2.802,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,LRPS,0.0,Others,The road starts from N4 near IT park Gate,23.9894163,90.2247493,N406,95484.5,0.0,2.802,,,,,,,,,
312,N407,Korotia(Int.with N408)-Bangra(Int.with Z4012),LRPS,0,0.0,LRPE,0,2.206,2.206,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,LRPS,0.0,Others,The road starts from N408 at Karatia Bazar,24.2223049,89.9781104,N407,95484.5,0.0,2.206,,,,,,,,,
315,N5,Mirpur Bridge-Turag (Int.with Z5069) ,LRPS,0,0.0,LRP002,635,2.59,2.59,19.0,2707.0,2143.0,2161.0,2049.0,1874.0,154.0,2580.0,910.0,1314.0,42.0,167.0,0.0,15911.0,209.0,16120.0,16120.0,LRPS,0.0,Others,Road Start From Mirpur Bridge Gabtoli,23.7837774,90.3364163,N5,85162.0,0.0,2.59,1.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,18.0
318,N5,Hamayetpur(Int.with R504)-Nabinagar(Int.with N540) ,LRP007,20,6.945,LRP020,2478,22.343,15.398,31.5,3136.0,1748.5,2160.5,2002.5,1791.5,330.0,2671.0,1186.5,865.0,142.0,296.5,0.0,15923.0,438.5,16361.5,16361.5,LRP007,6.925,Km Post,"Paturia 72 km,Nabinagar 15 km",23.7931663,90.2715271,N5,86347.0,6.945,22.343,7.0,3.0,4.0,0.0,14.0,0.0,0.0,0.0,39.0
321,N5,Nabinagar(Int.with N540)-Dulivita (Int.with R315),LRP020,2478,22.343,LRP027,160,27.075,4.732,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP020,19.865,Km Post,"Paturia 59 km,Nabinagar 2 km",23.898583,90.269916,N5,66969.5,22.343,27.075,2.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,33.0
324,N5,Dulivita(Int.with R315) -Kalampur Bus Stand (Int.with Z5061),LRP027,160,27.075,LRP033,265,33.18,6.105,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP027,26.915,Km Post,"Manikgonj 25 km,Aricha 49 km",23.9079167,90.2138056,N5,66969.5,27.075,33.18,3.0,6.0,1.0,1.0,0.0,11.0,0.0,0.0,44.0
327,N5,Kalampur Bus Stand(Int.with Z5061) -Golra (Int.with Z5063),LRP033,265,33.18,LRP044,1583,45.498,12.318,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP033,32.915,Km Post,Dhaka 41 km,23.9174438,90.1562778,N5,66969.5,33.18,45.498,13.0,9.0,7.0,1.0,0.0,30.0,0.0,0.0,116.0
330,N5,Golra(Int.with Z5063) -Manikganj (Int.with R504),LRP044,1583,45.498,LRP051,325,51.255,5.757,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP044,43.915,Km Post,Rajbari 65 km,23.9062222,90.0516667,N5,66969.5,45.498,51.255,3.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,36.0
333,N5,Manikganj (Int.with R504) -Baniajuri (Int.with Z5064),LRP051,325,51.255,LRP057,445,57.375,6.12,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP051,50.93,Km Post,Paturia 27 km,23.8716382,90.00375,N5,66969.5,51.255,57.375,2.0,5.0,4.0,0.0,0.0,11.0,0.0,0.0,46.0
336,N5,Baniajuri (Int.with Z5064) -Barangail (Int.with R506),LRP057,445,57.375,LRP065,860,65.785,8.41,57.0,3155.0,1283.0,1926.0,1428.0,837.0,189.0,1165.0,542.0,505.0,237.0,174.0,0.0,11087.0,411.0,11498.0,11498.0,LRP057,56.93,Km Post,Paturia 21 km,23.8525278,89.9549444,N5,66969.5,57.375,65.785,5.0,7.0,6.0,2.0,0.0,20.0,0.0,0.0,85.0
