,road,name,LRP Start,Offset Start,Chainage Start,LRP_end,Óffset_end,Chainage_end,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),LRP No,Road Chainage,LRP TYPE,Description,Latitude Decimal,Longitude Decimal,road_number,EVV
3849,Z2811,Dowarabazar-Sunamganj,LRPS,0,0.0,LRPS,18000,18.0,18.0,0.0,1.0,7.0,0.0,0.0,144.0,3.0,3.0,259.0,123.0,62.0,76.0,38.0,540.0,176.0,716.0,716.0,LRPS,0,Others,The road starts from Dowarabazar Upazila office,25.0461386,91.5613333,Z2811,1581.0
3852,Z2812,Bairagirbazar-Sharifganj,LRPS,0,0.0,LRPS,5104,5.104,5.104,1.0,217.0,166.0,113.0,38.0,1010.0,18.0,575.0,4224.0,1329.0,97.0,706.0,36.0,7691.0,839.0,8530.0,8530.0,LRPS,0,Others,Road start from Bairagirbazar.,24.8540278,92.1571944,Z2812,21323.5
3855,Z2813,Sunamganj-Tahirpur,LRPS,0,0.0,LRPS,40590,40.59,40.59,1.0,217.0,166.0,113.0,38.0,1010.0,18.0,575.0,4224.0,1329.0,97.0,706.0,36.0,7691.0,839.0,8530.0,8530.0,LRPS,0,Others,Staer of Road in front at Kachirgati chourasta.Kachirgati Sunamgonj&intersection at radhanagar-bishombaz road .sunamgont.,25.1210549,91.3133333,Z2813,21323.5
3858,Z2822,Kulaura (Choumohona)-Sharifpur,LRPS,0,0.0,LRP006,18020,24.0,24.0,0.0,55.0,43.0,0.0,48.0,75.0,5.0,40.0,1212.0,529.0,132.0,143.0,0.0,2007.0,275.0,2282.0,2282.0,LRPS,0,Others,Road start from R 281 at Chowmohona Kulaura,24.5126667,92.0284438,Z2822,4701.0
3861,Z2823,Juri-Fultala,LRPS,0,0.0,LRP022,1000,22.38,22.38,0.0,97.0,111.0,0.0,81.0,120.0,22.0,57.0,649.0,313.0,203.0,272.0,21.0,1450.0,496.0,1946.0,1946.0,LRPS,0,Others,"Roas start from R282 Camp,More,Juri.",24.5933886,92.1178327,Z2823,4881.5
3867,Z2831,Vadeswar-Fenchuganj,LRPS,0,0.0,LRPS,2875,2.875,2.875,0.0,56.0,77.0,0.0,88.0,84.0,24.0,51.0,841.0,300.0,82.0,68.0,0.0,1521.0,150.0,1671.0,1671.0,LRPS,0,Others,Thr road starts from R251 at Vadeshawr.,24.75925,92.0194716,Z2831,4251.0
3870,Z2832,Daudabad-Dhaka Dakhin,LRPS,0,0.0,LRP015,10,14.48,14.48,0.0,59.0,76.0,1.0,76.0,388.0,12.0,47.0,1371.0,304.0,131.0,126.0,0.0,2334.0,257.0,2591.0,2591.0,LRPS,0,Others,Road start from N208 at Daudabad.,24.8286938,91.9000556,Z2832,6821.5
3873,Z2834,Sunamganj-Jamalpur (Dhanua Kamalpur),LRPS,0,0.0,LRP151,21080,171.4,171.4,0.0,59.0,76.0,1.0,76.0,388.0,12.0,47.0,1371.0,304.0,131.0,126.0,0.0,2334.0,257.0,2591.0,2591.0,LRPS,0,Others,"Start of Road at 478 Narayantala 100 km Ahead of Shahid Minar &Intersection of LGEO Road Narayantala ,Sunamganj Sader,Sunamganj. saler Sunamganj.",25.1640833,91.3937774,Z2834,6821.5
3876,Z3003,Abdullahpur(int.with N3) -Teirmukh(int.with N105),LRPS,0,0.0,LRPS,10123,10.123,10.123,0.0,0.0,16.0,0.0,0.0,14.0,0.0,18.0,494.0,161.0,105.0,54.0,0.0,703.0,159.0,862.0,862.0,LRPS,0,Others,Start Of Road N3 At Abdullahpur.,23.8796104,90.40125,Z3003,1491.5
3882,Z3005,Bhasantek-Kalsiberibandh,LRPS,0,0.0,LRPS,3429,3.429,3.429,0.0,16.0,306.0,0.0,0.0,283.0,62.0,543.0,3266.0,623.0,644.0,3228.0,0.0,5099.0,3872.0,8971.0,8971.0,LRPS,0,Others,The roads starts from Cantonment MP check post,23.8168604,90.3981108,Z3005,16205.0
3888,Z3007,Zerabo-Tajpur Diakhali Madrasha,LRPS,0,0.0,LRP006,772,5.742,5.742,0.0,434.0,188.0,0.0,0.0,622.0,0.0,720.0,2081.0,758.0,186.0,1706.0,0.0,4803.0,1892.0,6695.0,6695.0,LRPS,0,Others,Road Start from N302 at Zerabo bus stand,23.9139722,90.3180827,Z3007,16777.0
3891,Z3008,Board Bazar-Dhirashram (Int.with N105),LRPS,0,0.0,LRPS,2851,2.851,2.851,0.0,146.0,90.0,1.0,2.0,91.0,43.0,64.0,233.0,324.0,228.0,269.0,0.0,994.0,497.0,1491.0,1491.0,LRPS,0,Others,Start of road from N3 at Board bazar,23.9451663,90.382666,Z3008,3766.0
3897,Z3009,Sripur-Bairagirchala,LRPS,0,0.0,LRP001,4276,5.376,5.376,0.0,89.0,109.0,0.0,80.0,46.0,12.0,61.0,961.0,487.0,725.0,238.0,0.0,1845.0,963.0,2808.0,2808.0,LRPS,0,Others,Start of road from R313 at Sripur Chowrasta,24.20075,90.473666,Z3009,5413.5
3900,Z3010,Kaliganj-Ulukhola,LRPS,0,0.0,LRP009,114,8.357,8.357,0.0,84.0,42.0,0.0,1.0,16.0,7.0,25.0,960.0,309.0,271.0,175.0,0.0,1444.0,446.0,1890.0,1890.0,LRPS,0,Others,Start at road from R301 at kaliganj,23.927166,90.5430552,Z3010,3687.5
3903,Z3012,Uttara-Teirmukh,LRPS,0,0.0,LRPS,2925,2.925,2.925,0.0,84.0,42.0,0.0,1.0,16.0,7.0,25.0,960.0,309.0,271.0,175.0,0.0,1444.0,446.0,1890.0,1890.0,LRPS,0,Others,Start of road from Azanpur Rail gate.,23.867666,90.4061111,Z3012,3687.5
3906,Z3024,Masterbari-Mawna,LRPS,0,0.0,LRP011,15808,26.0,26.0,0.0,160.0,89.0,2.0,136.0,165.0,27.0,87.0,328.0,218.0,127.0,150.0,5.0,1212.0,282.0,1494.0,1494.0,LRPS,0,Others,Start of road from N3 at Masterbari Bus stand,24.0609167,90.3880274,Z3024,4992.5
3909,Z3025,Kapashia-Int.with R310,LRPS,0,0.0,LRP012,465,12.301,12.301,0.0,75.0,154.0,0.0,0.0,10.0,2.0,18.0,505.0,284.0,248.0,42.0,2.0,1048.0,292.0,1340.0,1340.0,LRPS,0,Others,"Start from R312, Rajrndrapur Chowrasta -Motkhola road at Kapashia.",24.11425,90.5608889,Z3025,3250.0
3915,Z3026,MC Bazar-Shishu Palli,LRPS,0,0.0,LRP004,3,4.015,4.015,1.0,42.0,100.0,0.0,4.0,16.0,0.0,17.0,715.0,660.0,496.0,540.0,43.0,1555.0,1079.0,2634.0,2634.0,LRPS,0,Others,Start of Road from N3,24.2414719,90.4030556,Z3026,4122.0
3918,Z3030,Bhaluka-Shakipur,LRPS,0,0.0,LRP023,3079,26.077,26.077,0.0,35.0,34.0,3.0,1.0,77.0,0.0,32.0,796.0,888.0,356.0,510.0,46.0,1866.0,912.0,2778.0,2778.0,LRPS,0,Others,Road start at Bhaluka Intersection at N3 ( Dhaka- Mymensingh Road),24.3984997,90.3837219,Z3030,4240.0
3921,Z3031,Bhaluka-Gafargaon,LRPS,0,0.0,LRP020,982,20.67,20.67,1.0,285.0,737.0,5.0,85.0,302.0,7.0,181.0,2463.0,1257.0,473.0,468.0,20.0,5323.0,961.0,6284.0,6284.0,LRPS,0,Others,Start of road from N3 at Bhaluka.,24.4047222,90.3861108,Z3031,16975.5
3924,Z3032,Fulbaria-Bagarbazar,LRPS,0,0.0,LRP027,1199,28.702,28.702,0.0,83.0,143.0,75.0,56.0,36.0,16.0,19.0,575.0,1562.0,930.0,1943.0,0.0,2565.0,2873.0,5438.0,5438.0,LRPS,0,Others,Road start from N4,24.478166,90.388083,Z3032,7931.0
3930,Z3033,Int.with N309-Balipara(Int.with Z3034),LRP001,393,0.927,LRP024,1425,25.65,24.723,0.0,79.0,34.0,70.0,9.0,125.0,32.0,131.0,3795.0,1631.0,2462.0,2809.0,4.0,5906.0,5275.0,11181.0,11181.0,LRP001,0.534,Km Post,Info not clear,24.7429719,90.4229438,Z3033,15793.0
3939,Z3034,Trisal-Balipara (Int.with Z3033),LRPS,0,0.0,LRP014,288,13.31,13.31,11.0,463.0,97.0,24.0,35.0,92.0,190.0,106.0,608.0,351.0,127.0,306.0,0.0,1977.0,433.0,2410.0,2410.0,LRPS,0,Others,Start of road from N3 at Trisal,24.5827771,90.3947497,Z3034,8155.5
3942,Z3034,Balipara (Int.with Z3033)-Modhupur Bazar(Int.with Z3615),LRP014,288,13.31,LRP019,305,18.386,5.076,11.0,463.0,97.0,24.0,35.0,92.0,190.0,106.0,608.0,351.0,127.0,306.0,0.0,1977.0,433.0,2410.0,2410.0,LRP014,12.984,Km Post,Balipara 1km,24.5592778,90.5104444,Z3034,8155.5
3945,Z3034,Modhupur Bazar(Int.with Z3615)-Kanurampur,LRP019,305,18.386,LRP024,43,23.097,4.711,11.0,463.0,97.0,24.0,35.0,92.0,190.0,106.0,608.0,351.0,127.0,306.0,0.0,1977.0,433.0,2410.0,2410.0,LRP019,18.081,Km Post,Kanarumpur 5Km,24.5631667,90.5578056,Z3034,8155.5
3951,Z3035,Int.with N309-Phulbaria,LRP003,64,2.824,LRP019,580,19.36,16.536,0.0,52.0,68.0,63.0,67.0,74.0,34.0,70.0,492.0,488.0,364.0,506.0,0.0,1408.0,870.0,2278.0,2278.0,LRP003,2.76,Km Post,Fulbaria 17 km,24.7402497,90.382416,Z3035,4577.0
3957,Z3037,Bhoradoba-Ghatail (int.with N4),LRPS,0,0.0,LRP048,796,49.145,49.145,0.0,348.0,243.0,0.0,46.0,86.0,23.0,37.0,1027.0,237.0,116.0,108.0,0.0,2047.0,224.0,2271.0,2271.0,LRPS,0,Others,Road start from N4,24.4454997,90.383166,Z3037,7828.0
3960,Z3037,Ghatail(int.with N4)-Bhuapur,LRP048,796,49.145,LRP061,115,61.205,12.06,0.0,160.0,166.0,0.0,0.0,21.0,0.0,21.0,476.0,340.0,325.0,237.0,0.0,1184.0,562.0,1746.0,1746.0,LRP048,48.349,Km Post,Information missing,24.4798327,89.980666,Z3037,4301.5
3966,Z3039,Charpara-Palgudham,LRPS,0,0.0,LRPS,1376,1.376,1.376,0.0,0.0,106.0,0.0,0.0,0.0,13.0,27.0,183.0,670.0,860.0,339.0,136.0,999.0,1335.0,2334.0,2334.0,LRPS,0,Others,The road starts from N3 at Charpara.,24.7466663,90.4093333,Z3039,2803.0
3969,Z3040,Nalitabari-Haluaghat,LRPS,0,0.0,LRP021,960,20.351,20.351,0.0,0.0,106.0,0.0,0.0,0.0,13.0,27.0,183.0,670.0,860.0,339.0,136.0,999.0,1335.0,2334.0,2334.0,LRPS,0,Others,The road Start from Z 4602 at Nalitabari.,25.0906386,90.1949997,Z3040,2803.0
3972,Z3041,Thana Ghat-Railway Station,LRPS,0,0.0,LRPS,540,0.54,0.54,0.0,0.0,106.0,0.0,0.0,0.0,13.0,27.0,183.0,670.0,860.0,339.0,136.0,999.0,1335.0,2334.0,2334.0,LRPS,0,Others,The road starts from Z2801 at Osmani Bimanbandar,24.7569722,90.4130556,Z3041,2803.0
3978,Z3601,Ujanchar-Ashtogram,LRPS,0,0.0,LRP014,3528,17.6,17.6,0.0,111.0,182.0,0.0,0.0,6.0,5.0,11.0,509.0,389.0,461.0,242.0,0.0,1213.0,703.0,1916.0,1916.0,LRPS,0,Others,Start of Road from R360 at Ujanchar.,24.2387774,90.8254438,Z3601,4119.5
3981,Z3602,Kishoreganj-Mohorkona,LRPS,0,0.0,LRP027,1061,27.256,27.256,0.0,19.0,186.0,0.0,0.0,29.0,28.0,25.0,931.0,408.0,198.0,239.0,14.0,1626.0,451.0,2077.0,2077.0,LRPS,0,Others,Start of Road from Kishoreganj,24.4324438,90.7867774,Z3602,4380.0
3984,Z3603,Kishoreganj (Ekrampur Traffic More)-Mithamain,LRPS,0,0.0,LRP019,17906,37.0,37.0,0.0,261.0,184.0,126.0,0.0,125.0,110.0,140.0,4825.0,462.0,270.0,3811.0,0.0,6233.0,4081.0,10314.0,10314.0,LRPS,0,Others,"Start of road from Ekrampurr,Kishoreganj.",24.4324438,90.7867497,Z3603,19691.0
3990,Z3604,(Int.with R360)-Hossainpur (Bazar),LRP002,816,2.921,LRPE,0,17.111,14.19,0.0,80.0,580.0,9.0,0.0,46.0,25.0,20.0,1806.0,950.0,1153.0,387.0,2.0,3516.0,1542.0,5058.0,5058.0,LRP002,2.105,Km Post,"Hossainpur 11 km,Bhaluka 45 km",24.4316104,90.7549722,Z3604,10655.5
3996,Z3607,Nandail Chourasta-Tarail,LRPS,0,0.0,LRP015,2269,16.324,16.324,0.0,142.0,135.0,70.0,0.0,41.0,27.0,27.0,580.0,341.0,243.0,262.0,0.0,1363.0,505.0,1868.0,1868.0,LRPS,0,Others,Start of road,24.5764716,90.7399441,Z3607,4822.5
3999,Z3608,Nandail (Chourasta)-Kendua,LRPS,0,0.0,LRP022,104,21.114,21.114,0.0,256.0,78.0,97.0,13.0,23.0,8.0,17.0,695.0,485.0,329.0,352.0,1.0,1672.0,682.0,2354.0,2354.0,LRPS,0,Others,"Start of the road from R360,Mymensingh-Bhairab road at Nandail Chowrasta.",24.576666,90.7396663,Z3608,5933.5
4002,Z3609,Bojra-Kuliarchar,LRPS,0,0.0,LRP003,961,4.0,4.0,0.0,0.0,68.0,0.0,0.0,11.0,0.0,17.0,633.0,507.0,319.0,395.0,34.0,1236.0,748.0,1984.0,1984.0,LRPS,0,Others,Start of road R360,24.1598056,90.8957497,Z3609,2943.5
4005,Z3615,Motkhola Bazar-Kishoreganj Police line at R360,LRPS,0,0.0,LRP022,67,21.743,21.743,0.0,38.0,106.0,0.0,1.0,17.0,0.0,0.0,436.0,381.0,581.0,549.0,0.0,979.0,1130.0,2109.0,2109.0,LRPS,0,Others,Start at road from Z3034 at Madhupur Bazar.,24.5633333,90.5606944,Z3615,3229.5
4008,Z3616,Kishoreganj - Pakundia,LRPS,0,0.0,LRP015,1,15.41,15.41,0.0,139.0,33.0,5.0,110.0,29.0,10.0,31.0,327.0,341.0,285.0,278.0,1.0,1025.0,564.0,1589.0,1589.0,LRPS,0,Others,The road starts from Intersection Z3604 at Nagua more,24.4325549,90.7744716,Z3616,3722.5
4020,Z3701,Madan Bus Stand (Int.with Z3706)-Kaliajuri,LRPS,1630,1.63,LRPE,0,54.995,53.365,0.0,83.0,52.0,44.0,18.0,14.0,19.0,7.0,215.0,467.0,588.0,276.0,14.0,919.0,878.0,1797.0,1797.0,LRPS,0,Others,Start of road from R370 at Netrokona.,24.8737493,90.7290271,Z3701,3073.0
4023,Z3703,Thakurakona-Kalmakanda,LRPS,0,0.0,LRP020,711,21.051,21.051,0.0,206.0,141.0,28.0,61.0,12.0,15.0,12.0,296.0,700.0,392.0,314.0,6.0,1471.0,712.0,2183.0,2183.0,LRPS,0,Others,Start of Road from R370 at Thakurakona.,24.9111111,90.8274438,Z3703,5146.0
4026,Z3704,Susang Durgapur-Birishiri (int.with Z3709),LRPS,0,0.0,LRPS,1553,1.553,1.553,0.0,445.0,119.0,5.0,1.0,113.0,20.0,9.0,389.0,2315.0,2419.0,1802.0,90.0,3416.0,4311.0,7727.0,7727.0,LRPS,0,Others,"Start of road front Nazanpur More, Durgapur.",25.1243882,90.6778882,Z3704,11280.5
4029,Z3705,Birishiri-Bijoypur Land Port,LRPS,0,0.0,LRPS,11184,11.184,11.184,0.0,445.0,119.0,5.0,1.0,113.0,20.0,9.0,389.0,2315.0,2419.0,1802.0,90.0,3416.0,4311.0,7727.0,7727.0,LRPS,0,Others,The road starts from Z3704 at Birishiri.,25.1073056,90.6710271,Z3705,11280.5
4032,Z3706,Netrokona (Madan Bus Stand)-Kendua,LRPS,0,0.0,LRP028,286,26.856,26.856,0.0,82.0,48.0,0.0,56.0,2.0,13.0,6.0,554.0,412.0,604.0,446.0,0.0,1173.0,1050.0,2223.0,2223.0,LRPS,0,Others,Start of Road from Z3701 at Netrokona Bus stand.,24.8596944,90.7316382,Z3706,3663.0
4035,Z3707,Netrokona-Purbadhala (int.with Z3704),LRPS,0,0.0,LRPS,13800,13.8,13.8,0.0,61.0,65.0,0.0,0.0,11.0,3.0,7.0,365.0,378.0,336.0,294.0,0.0,890.0,630.0,1520.0,1520.0,LRPS,0,Others,Start of Road from R370 at Netrokona,24.8849719,90.7322771,Z3707,2598.0
4044,Z3709,Netrokona-Birishiri,LRPS,0,0.0,LRP003,23265,26.0,26.0,0.0,67.0,56.0,0.0,21.0,27.0,32.0,19.0,495.0,371.0,241.0,213.0,0.0,1088.0,454.0,1542.0,1542.0,LRPS,0,Others,The roads stars from R170 at Netrokona,24.8936386,90.7391941,Z3709,3036.5
4047,Z3710,Netrokona (Kailati More)-Ishwarganj,LRPS,0,0.0,LRPS,27184,27.184,27.184,0.0,57.0,66.0,0.0,0.0,12.0,35.0,31.0,213.0,538.0,615.0,743.0,0.0,952.0,1358.0,2310.0,2310.0,LRPS,0,Others,The road starts from DC Office more,24.8702216,90.7288604,Z3710,3190.5
4050,Z3711,Phulpur-Haluaghat(int.with Z3040),LRPS,0,0.0,LRP020,309,20.29,20.29,0.0,218.0,312.0,169.0,101.0,126.0,18.0,67.0,1177.0,1035.0,285.0,191.0,68.0,3223.0,544.0,3767.0,3767.0,LRPS,0,Others,Road start from R371 at phulpur more,25.9528056,90.3589444,Z3711,10392.5
4056,Z3712,Haluaghat-Dhobaura,LRPS,0,0.0,LRP019,1290,20.27,20.27,0.0,91.0,154.0,17.0,0.0,86.0,34.0,38.0,719.0,935.0,1238.0,644.0,23.0,2074.0,1905.0,3979.0,3979.0,LRPS,0,Others,Road Start from Z3711at Hluaghat.,25.1232771,90.3393052,Z3712,6230.0
4059,Z3713,Avoipasha-Atpara,LRPS,0,0.0,LRP001,6159,6.951,6.951,0.0,0.0,20.0,0.0,0.0,0.0,26.0,0.0,162.0,228.0,335.0,253.0,1.0,436.0,589.0,1025.0,1025.0,LRPS,0,Others,Start of road from Z3701,24.7973886,90.8068889,Z3713,1191.5
4062,Z4007,Pakullah-Delduarj (int.with Z4015),LRPS,0,0.0,LRPS,6916,6.916,6.916,0.0,328.0,206.0,0.0,180.0,167.0,64.0,197.0,960.0,382.0,213.0,854.0,0.0,2484.0,1067.0,3551.0,3551.0,LRPS,0,Others,Road start with N4,24.1417219,90.0203327,Z4007,10026.5
4065,Z4007,Delduarj (int.with Z4016)-Elasin,LRPS,6916,6.916,LRPS,14204,14.204,7.288,0.0,328.0,206.0,0.0,180.0,167.0,64.0,197.0,960.0,382.0,213.0,854.0,0.0,2484.0,1067.0,3551.0,3551.0,LRPS,0,Others,Road start with N4,24.1417219,90.0203327,Z4007,10026.5
4068,Z4009,Duburia-Chauhali,LRPS,0,0.0,LRP003,10730,13.73,13.73,0.0,328.0,206.0,0.0,180.0,167.0,64.0,197.0,960.0,382.0,213.0,854.0,0.0,2484.0,1067.0,3551.0,3551.0,LRPS,0,Others,"Road Start at Intersection R506 and Z4009 at Duburia ,Nagarpur ,Tangail",24.0089444,89.849333,Z4009,10026.5
4071,Z4011,Gorai-Shakhipur,LRPS,0,0.0,LRP002,24776,26.776,26.776,0.0,328.0,206.0,0.0,180.0,167.0,64.0,197.0,960.0,382.0,213.0,854.0,0.0,2484.0,1067.0,3551.0,3551.0,LRPS,0,Others,Road start from N4at Gori.,24.0969997,90.1663611,Z4011,10026.5
4074,Z4012,Karatia-Shakhipur,LRPS,0,0.0,LRP022,304,22.416,22.416,0.0,760.0,575.0,0.0,21.0,89.0,32.0,109.0,4465.0,1181.0,496.0,559.0,18.0,7232.0,1073.0,8305.0,8305.0,LRPS,0,Others,Road Start with N4 at Vatkura,24.2338608,89.9565,Z4012,22035.0
4077,Z4015,Tangail-Delduar,LRPS,0,0.0,LRP008,2949,11.019,11.019,0.0,51.0,121.0,1.0,0.0,53.0,31.0,80.0,1799.0,888.0,818.0,458.0,0.0,3024.0,1276.0,4300.0,4300.0,LRPS,0,Others,"Road start with R506, Aricha (Barangail) -Ghior - Daulatpur- Tangail Road",24.2437497,89.9131944,Z4015,7213.0
4080,Z4016,Kalihati-Shakhipur,LRPS,0,0.0,LRP011,11857,22.865,22.865,0.0,110.0,174.0,0.0,0.0,63.0,0.0,51.0,922.0,709.0,496.0,761.0,7.0,2029.0,1264.0,3293.0,3293.0,LRPS,0,Others,Road start from N4 at Kalihati,24.3873886,89.9946941,Z4016,6135.0
4083,Z4017,Porabari-Jagannathganj,LRPS,0,0.0,LRP021,949,22.062,22.062,1.0,326.0,122.0,187.0,13.0,36.0,26.0,45.0,865.0,1037.0,953.0,1071.0,1.0,2658.0,2025.0,4683.0,4683.0,LRPS,0,Others,Road start at Porabari from N4 Dhaka-Tangial-Jamalpur road,24.5139722,89.9783327,Z4017,9567.5
4095,Z4021,Jamalpur-Islampur Sub-Registrar office (int.with Z4622),LRPS,0,0.0,LRP005,21989,27.019,27.019,20.0,235.0,308.0,17.0,8.0,42.0,20.0,35.0,825.0,788.0,297.0,221.0,6.0,2298.0,524.0,2822.0,2822.0,LRPS,0,Others,Road start from N4 ( At end point ),24.9230827,89.9508333,Z4021,7591.5
4101,Z4022,Jamalpur-Madarganj,LRPS,0,0.0,LRP025,4614,28.5,28.5,0.0,88.0,58.0,1.0,5.0,15.0,10.0,21.0,2186.0,1056.0,760.0,534.0,16.0,3440.0,1310.0,4750.0,4750.0,LRPS,0,Others,Road start N4 Intersection with at Jamalpur.,24.9169993,89.9509722,Z4022,7673.0
4104,Z4023,Digpaith-Baushi (int.with Z4025),LRPS,0,0.0,LRP007,665,7.695,7.695,0.0,141.0,150.0,57.0,0.0,39.0,22.0,33.0,638.0,474.0,391.0,450.0,0.0,1554.0,841.0,2395.0,2395.0,LRPS,0,Others,Road start at Digpath Intersection to Z4023 at N4.,24.7647222,89.9251382,Z4023,5332.5
4110,Z4024,Juhiramkul-Madarganj,LRPS,0,0.0,LRPS,3654,3.654,3.654,0.0,141.0,150.0,57.0,0.0,39.0,22.0,33.0,638.0,474.0,391.0,450.0,0.0,1554.0,841.0,2395.0,2395.0,LRPS,0,Others,"The road starts from Z4021, Jamalpur- Dewanganj road at Malancha",24.9579167,89.8536944,Z4024,5332.5
4113,Z4025,Jamalpur (Poura Gate)-Baushi,LRPS,0,0.0,LRP020,20,16.75,16.75,0.0,91.0,144.0,0.0,2.0,22.0,13.0,24.0,2190.0,1231.0,732.0,514.0,24.0,3717.0,1270.0,4987.0,4987.0,LRPS,0,Others,Road start from N4 at pouro gate.,24.8876941,89.9444997,Z4025,8484.0
4116,Z4101,Jamalpur-Kanil (Int.with Z4104),LRPS,0,0.0,LRP015,530,15.38,15.38,0.0,226.0,185.0,63.0,4.0,65.0,32.0,79.0,1287.0,864.0,453.0,836.0,4.0,2805.0,1293.0,4098.0,4098.0,LRPS,0,Others,Road start from N4.,24.9231104,89.9501667,Z4101,8730.5
4122,Z4104,Karnil-Piarpur Bazar,LRPS,0,0.0,LRP015,54,15.054,15.054,0.0,73.0,124.0,3.0,25.0,9.0,12.0,54.0,277.0,359.0,380.0,531.0,15.0,936.0,926.0,1862.0,1862.0,LRPS,0,Others,"Road start at Z4101, Jamalpur- Muktagacha Road.",24.8661944,90.0702771,Z4104,3515.0
4125,Z4105,Fulbaria-Muktagachha,LRPS,0,0.0,LRP015,673,15.546,15.546,0.0,43.0,44.0,0.0,0.0,2.0,0.0,0.0,364.0,418.0,631.0,946.0,0.0,871.0,1577.0,2448.0,2448.0,LRPS,0,Others,Road start from N401 at Muktagachha.,24.7645,90.2564167,Z4105,3069.5
4128,Z4602,Bangaon-Nalitabari,LRPS,0,0.0,LRP010,2138,11.754,11.754,0.0,129.0,131.0,9.0,53.0,28.0,19.0,34.0,671.0,574.0,228.0,218.0,5.0,1648.0,451.0,2099.0,2099.0,LRPS,0,Others,The road start from R460 at Bangaon,25.1215827,90.0969997,Z4602,4882.0
4131,Z4603,Bangaon-Hatipagur,LRPS,0,0.0,LRPE,0,13.9,13.9,0.0,124.0,168.0,0.0,66.0,15.0,23.0,9.0,524.0,587.0,494.0,299.0,3.0,1516.0,796.0,2312.0,2312.0,LRPS,0,Others,"Road start from Bangaon at Intersection R460, Z4603 of Z4602.",25.1213882,90.0847219,Z4603,4919.0
4134,Z4604,Akher Bazar-Mamdamari,LRPS,0,0.0,LRP012,485,12.504,12.504,0.0,86.0,92.0,0.0,1.0,15.0,2.0,7.0,332.0,237.0,302.0,202.0,7.0,772.0,511.0,1283.0,1283.0,LRPS,0,Others,"Road start from Z 4604,Sherpur-Bakshiganj road Sherpur (Akher Bazar)",25.0477774,90.0035278,Z4604,2701.0
4137,Z4605,Jhulgaon-Jinaigati(int.with Z4616)-Sandhakura,LRPS,0,0.0,LRP008,940,8.58,8.58,0.0,103.0,108.0,21.0,46.0,24.0,9.0,13.0,672.0,386.0,171.0,172.0,3.0,1382.0,346.0,1728.0,1728.0,LRPS,0,Others,Road start form R460 at Jhulgaon,25.1112222,90.0497774,Z4605,4179.5
4146,Z4606,Bakshiganj (Int.with Z4614)-Bakshiganj (Int.with Z4615),LRP025,990,26.03,LRP028,915,28.95,2.92,0.0,104.0,35.0,20.0,0.0,104.0,39.0,45.0,755.0,350.0,202.0,240.0,1.0,1452.0,443.0,1895.0,1895.0,LRP025,25.04,Km Post,Kamalpur 12 km,25.1739993,89.8720271,Z4606,4191.0
4161,Z4607,Sribardi(int.with Z4616)-Bakshiganj,LRP017,812,17.821,LRP025,544,25.588,7.767,0.0,171.0,114.0,8.0,0.0,20.0,4.0,9.0,814.0,551.0,395.0,440.0,0.0,1691.0,835.0,2526.0,2526.0,LRP017,17.009,Km Post,Bakshiganj 9 km,25.1481108,89.9418052,Z4607,5177.5
4164,Z4607,Akher Bazar(int.with Z4604)-Sribardi(int.with Z4616),LRP002,172,2.165,LRP017,812,17.821,15.656,0.0,86.0,173.0,0.0,0.0,20.0,4.0,16.0,1478.0,669.0,250.0,166.0,0.0,2446.0,416.0,2862.0,2862.0,LRP002,1.993,Km Post,Bakshiganj 24 km,25.0466386,90.0046389,Z4607,5975.0
4167,Z4608,Roumari-Tura,LRPS,0,0.0,LRPS,4584,4.584,4.584,0.0,86.0,173.0,0.0,0.0,20.0,4.0,16.0,1478.0,669.0,250.0,166.0,0.0,2446.0,416.0,2862.0,2862.0,LRPS,0,Others,The road starts from Z4606 at Roumari.,25.5749716,89.8346108,Z4608,5975.0
4173,Z4610,Ghordar Bazar (Lava)-Tarakandi,LRPS,0,0.0,LRPE,0,12.5,12.5,0.0,86.0,173.0,0.0,0.0,20.0,4.0,16.0,1478.0,669.0,250.0,166.0,0.0,2446.0,416.0,2862.0,2862.0,LRPS,0,Others,Road start from R371 at Tarakandi Bazar,24.9875552,90.10925,Z4610,5975.0
4176,Z4614,Bakshiganj-Dewanganj,LRPS,0,0.0,LRP002,10986,12.986,12.986,0.0,2.0,45.0,0.0,0.0,3.0,16.0,0.0,315.0,618.0,672.0,428.0,0.0,999.0,1100.0,2099.0,2099.0,LRPS,0,Others,Road Start from Bakshiganj,25.1830549,89.870166,Z4614,2406.0
4179,Z4615,Bakshiganj-Char Rajibpur,LRPS,0,0.0,LRP027,5409,32.187,32.187,0.0,77.0,90.0,3.0,33.0,25.0,9.0,4.0,553.0,480.0,400.0,466.0,0.0,1274.0,866.0,2140.0,2140.0,LRPS,0,Others,"Road Start from Z4606, at Noiapara more at Bakshiganj .",25.2080556,89.8645278,Z4615,3881.0
